trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
129,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,0,-78.27246266275816,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.2725317930340126}",25,2,9.131869980181417,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2698200563846868}",25,0,-12.693236056399384,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.26713530196585034}",20,8,5.532000458894144,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,0,11.01529363654444,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.261845668580326}",20,8,-21.911321939853288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,0,-4.193712031319129,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.2566607769535559}",20,0,-51.37837969212949,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.25410695955280027}",30,1,-82.9222841838561,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 2}",1
138,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,0,-4.2265696681585245,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.24907530463166816}",30,3,20.110057582358827,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24659696394160643}",30,4,-51.432912919297145,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,0,14.22030791445564,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.24171401689703645}",20,3,-26.0211802874472,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,2,-11.006186397196124,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23692775868212176}",30,3,-84.09130082143847,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 2}",1
145,False,"{'a': 0.5, 'e': 0.23457028809379765}",30,9,17.870099291606017,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,13,-7.5715207939891975,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22992548518672384}",20,0,13.758841158333317,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.22763768838381274}",35,2,-89.34726473709017,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 2}",1
149,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,0,-1.965544093090522,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,15,-33.71208071432147,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",30,0,-41.544472561109565,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.21871188695221475}",35,19,11.45623166626175,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21653566731600707}",25,10,0.8280161081370276,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,12,-26.66652140199002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,0,-22.473254355816966,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",25,9,-48.160688499796215,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,4,-38.61039233956964,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,7,-3.7474778112134444,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,14,12.55671829207177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20189651799465538}",20,8,20.729353093011518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1998876140751445}",25,19,-0.12602430469873394,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19789869908361465}",25,7,5.21118046409109,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,0,27.41466833976618,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.19398004229089189}",30,22,9.808247018025327,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19204990862075408}",20,0,-13.476620908831118,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.1901389801015205}",25,7,-9.030804925185034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.1882470656387468}",25,16,16.030670425932986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18637397603940997}",25,14,-25.360052297799015,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,6,14.675190936528654,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18268352405273466}",30,12,7.773358719262256,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,20,11.64485614260309,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17906614791149322}",20,11,16.43304974056499,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17728440996987782}",30,20,-15.471423102404195,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17552040061699686}",20,14,12.71046458640583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,12,7.3151551384181825,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17204486382305054}",20,15,-1.6991630760888246,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17033298882540943}",25,3,23.56016885833993,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1686381472685955}",25,17,13.991966116320189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1669601696670407}",30,20,8.674450829421946,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16529888822158653}",30,19,-1.3337273938623837,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16365413680270405}",25,11,-8.335069911854536,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,10,6.040734769697125,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517274}",30,17,13.37235502125057,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,0,19.513902085092784,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,7,24.144330343012243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,5,14.765415785527892,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,12,-0.04407503417944225,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15259010575688386}",25,0,39.586517205351676,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.15107180883637084}",30,22,14.21289398580328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,0,11.95405102152883,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.14808038659546244}",25,18,13.22352390838841,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14660696213035015}",30,0,22.367061736605628,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,16,16.570816400101922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,3,7.82164153368578,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,0,7.261123449234862,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.140858420921045}",25,20,10.418646542040154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,0,32.59842177795343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,13,13.491373516122472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,0,28.97872662604541,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.1353352832366127}",30,0,27.435287475695418,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.13398867466880493}",30,16,21.102822521162164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13265546508012172}",35,8,43.270528393193416,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13133552114849303}",20,14,11.675193373121964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,8,17.33425096120233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12873490358780423}",30,24,10.154966027654739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,10,2.695174703180304,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12618578170503877}",30,17,27.211411374505047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,0,28.692738876223952,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,0,12.867699922873301,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,1,13.106264898800623,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,4,-10.463982148477058,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,9,18.440504835756073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,0,23.178237917129046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.11765484302177918}",35,12,16.16787363922036,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11648415777349697}",30,13,31.606875847127522,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,3,31.33470736511723,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1141776169108365}",30,8,33.43639929876835,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044985}",30,13,-58.01163354761412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
219,False,"{'a': 0.5, 'e': 0.11191674861732888}",30,20,19.838537427254607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,9,17.43992337461744,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551141}",30,13,25.20603631720617,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,8,13.03336201716295,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,16,5.70163596267151,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,13,13.709983629255781,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,6,10.223242343720688,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.104350484754765}",20,0,21.752120167741698,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.1033121800831002}",30,15,17.180685001129433,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10228420671553744}",20,13,11.105360843639982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,3,-11.06076775813116,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,0,28.854399294628074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,13,2.8418788016609513,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09827358560436154}",30,16,4.303186815352134,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09729574708953276}",25,0,20.275378950461583,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,16,8.251448220706996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09536916221554961}",30,12,-26.012120528613732,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.09442022319630235}",30,13,29.65675457362418,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,0,-6.730342367830986,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.09255057751034329}",25,19,10.188861222450551,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,9,-19.25165143035948,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,0,-33.02569318011357,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,10,-24.343603203579036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938634}",30,20,7.734479283133162,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,11,12.721006023537052,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0871608514619813}",25,2,-5.913856769063239,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,16,7.509896427663582,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08543495096732123}",30,16,27.067939206455588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,16,0.41864936870622915,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,16,8.811110048658767,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08290996657517266}",30,12,-33.367843135716576,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,12,-15.230901831146504,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089167}",35,8,11.574433607234662,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",30,20,17.7592849140625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,14,10.940012359686925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,11,4.902564082657085,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115313}",30,11,9.361001173266871,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,12,15.31574894801416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
